번호,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지전화,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y),,
474,3,폐업,3,폐업,2023-05-24,,,031-706-7258,,경기도 성남시 분당구 분당동 90-9,"경기도 성남시 분당구 장안로25번길 6-10, 지하2층 (분당동)",13583,주식회사 에스에이엘티,212595.1388,429806.5807,,
475,3,폐업,3,폐업,2018-09-13,,,,,충청북도 청주시 흥덕구 휴암동 338번지 1층호,"충청북도 청주시 흥덕구 가로수로 969, 1층 (휴암동, 청주시 푸르미스포츠센터)",28368,푸르미 스포츠센터,236073.2134,347064.7874,,
476,3,폐업,3,폐업,2007-01-04,,,032-552-9090,407-070,인천광역시 계양구 서운동 130-5번지,인천광역시 계양구 아나지로 517  (서운동),,계양종합사회복지관,177821.1561,447161.4738,,
477,3,폐업,3,폐업,2007-02-09,,,219-2986,443-821,경기도 수원시 영통구 원천동 13-4,경기도 수원시 영통구 월드컵로 199  (원천동),,아주대캠퍼스프라자수영장,203843.7418,419696.5687,,
478,3,폐업,3,폐업,2019-01-25,,,231-6550,442-835,경기도 수원시 팔달구 인계동 1114-1,경기도 수원시 팔달구 인계로 154  (인계동),,휘트니스센타PG,202973.4103,418262.1145,,
479,3,폐업,3,폐업,2018-12-18,,,294-0066,,경기도 수원시 권선구 고색동 27-1 중앙스포츠랜드,"경기도 수원시 권선구 매송고색로 755, 중앙스포츠랜드 (고색동)",16602,중앙스포츠랜드,198760.2582,416804.6042,,
480,3,폐업,3,폐업,2013-09-30,,,240-3000,440-200,경기도 수원시 장안구 조원동 888,경기도 수원시 장안구 송원로 101 (조원동),,장안구민회관,200824.151,422418.6284,,
481,3,폐업,3,폐업,2009-10-30,,,241-0707,440-849,경기도 수원시 장안구 조원동 775,경기도 수원시 장안구 경수대로 893  (조원동),,쥬쥬엔터테이먼트,200883.1241,421767.3643,,
482,3,폐업,3,폐업,2023-11-08,,,202-2979,443-400,경기도 수원시 영통구 망포동 386 B01호,"경기도 수원시 영통구 영통로 136, B01호 (망포동)",16691,주식회사아이풀,204933.4572,415306.4798,,
483,3,폐업,3,폐업,2021-07-29,,,353-8300,597-832,전북특별자치도 장수군 계남면 신전리 1454-45,전북특별자치도 장수군 계남면 장수로 2662-11,55625,타코마 워터파크,249732.379,241910.529,,
484,3,폐업,3,폐업,2009-04-09,,,,579-803,전북특별자치도 부안군 부안읍 서외리 519-1,,,부안타운,,,,
485,3,폐업,3,폐업,2009-09-04,,,580-8702,579-851,전북특별자치도 부안군 변산면 격포리 257,전북특별자치도 부안군 변산면 변산해변로 51,,아쿠아  월드,151931.7644,237016.9925,,
486,3,폐업,3,폐업,1995-12-05,,,063-445-0131,573-260,전북특별자치도 군산시 죽성동 32-10,전북특별자치도 군산시 큰샘길 29  (죽성동),,태평양수영장,174367.3311,276186.1435,,
487,3,폐업,3,폐업,2001-09-05,,,063-462-7001,573-872,전북특별자치도 군산시 나운동 866-1,전북특별자치도 군산시 부곡1길 39  (나운동),,올림피아수영장,171891.3344,273322.5025,,
488,3,폐업,3,폐업,2023-12-26,,,063-453-7272,573-270,전북특별자치도 군산시 금암동 273-1,전북특별자치도 군산시 강변로 1 (금암동),54026,금강해수랜드,175152.8604,276287.2949,,
489,3,폐업,3,폐업,2020-12-29,,,,573-540,전북특별자치도 군산시 오식도동 814-5,전북특별자치도 군산시 새만금북로 435 (오식도동),54004,(주)비지에이치코리아 군산호텔(베스트웨스턴 군산호텔),162385.5647,272089.3608,,
490,3,폐업,3,폐업,2009-04-01,,,842-4091,570-968,전북특별자치도 익산시 모현동1가 525-2,전북특별자치도 익산시 선화로5길 45  (모현동1가),,용성수영장,194759.1038,272495.9385,,
491,3,폐업,3,폐업,2009-07-27,,,852-8383,570-968,전북특별자치도 익산시 모현동1가 525-2 중앙하이츠a 상가 지하동,"전북특별자치도 익산시 선화로5길 45  (모현동1가,중앙하이츠a 상가 지하동)",,두리우리수영장,194759.1038,272495.9385,,
492,3,폐업,3,폐업,2022-10-21,,,053-719-0337,,대구광역시 북구 침산동 473-1 3층,"대구광역시 북구 성북로 36, 3층 (침산동)",41559,짐스키즈수영장,343293.4674,266758.595,,
493,3,폐업,3,폐업,2007-09-03,,,958-0800,506-307,광주광역시 광산구 신가동 596-6번지,광주광역시 광산구 목련로 330-19  (신가동),,한빛건강랜드,184525.1786,186527.3068,,
494,3,폐업,3,폐업,2020-12-21,,,952-9090,,"광주광역시 광산구 운남동 519-11 지하1층, 지하2층",광주광역시 광산구 목련로 211 (운남동),62318,금호타이어복지관수영장,183585.9767,185894.91,,
495,3,폐업,3,폐업,2013-10-15,,,1588-0046,506-054,광주광역시 광산구 월곡동 679-12번지 5층,"광주광역시 광산구 풍영로 83, 5층 (월곡동)",506-054,월드스포츠센터,182700.5827,186714.3568,,
496,3,폐업,3,폐업,2003-01-08,,,253-9800,700-070,대구광역시 중구 덕산동 110번지,,,삼성수영장,343787.1341,264065.5767,,
497,3,폐업,3,폐업,2003-01-17,,,250-6813,700-070,대구광역시 중구 덕산동 110번지,,,삼성수영장,343787.1341,264065.5767,,
498,3,폐업,3,폐업,2009-03-11,,,476-0080,705-828,대구광역시 남구 봉덕동 1071-6번지 1층,"대구광역시 남구 대덕로40길 56  (봉덕동,1층)",,효성코아 수영장,,,,
499,3,폐업,3,폐업,2011-12-30,,,053-475-7888-9,705-837,대구광역시 남구 이천동 253-2번지,대구광역시 남구 대봉로26길 33  (이천동),,대봉생활체육센터수영장,344930.102,262392.6056,,
500,3,폐업,3,폐업,2007-11-26,,,623-7784,705-816,대구광역시 남구 대명동 1738-14번지,대구광역시 남구 현충로 174  (대명동),,삼흥당구장,342720.0139,262075.4691,,
501,3,폐업,3,폐업,2015-01-02,,,476-9091,705-837,"대구광역시 남구 이천동 253-2번지 1층, 지하1층","대구광역시 남구 대봉로26길 33, 1, B1층 (이천동)",705-837,대봉생활체육센타 수영장,344930.102,262392.6056,,
502,3,폐업,3,폐업,2006-10-24,,,,704-945,대구광역시 달서구 장기동 722-1번지,대구광역시 달서구 문화회관길 160  (장기동),,달서구첨단문화회관 수영장,337497.849,261409.693,,
503,3,폐업,3,폐업,2021-04-08,,,053-582-1900,704-945,대구광역시 달서구 장기동 722-1,대구광역시 달서구 문화회관길 160 (장기동),704-945,웃는얼굴아트센터수영장,337497.849,261409.693,,
504,3,폐업,3,폐업,2010-11-09,,,053-621-0468,704-915,대구광역시 달서구 성당동 169-13번지,,,두류수영장다이빙풀,341042.3492,261843.2461,,
505,3,폐업,3,폐업,2015-03-05,,,,704-130,대구광역시 달서구 용산동 산 14번지,대구광역시 달서구 새방로 62 (용산동),704-130,세명어울림수영장,337593.7372,263616.5615,,
506,3,폐업,3,폐업,2009-12-30,,,272-0700,680-833,울산광역시 남구 신정동 1640-6번지,울산광역시 남구 문수로392번길 9  (신정동),,현대스포츠센터수영장,408217.5672,228374.4782,,
507,3,폐업,3,폐업,2010-07-05,,,274-3880,680-819,울산광역시 남구 선암동 586-7번지,울산광역시 남구 두왕로48번길 17  (선암동),,하와이리조트 수영장,409690.7353,226151.0084,,
508,3,폐업,3,폐업,2011-08-02,,,265-1582,680-833,울산광역시 남구 신정동 1640-6번지 지하2층,"울산광역시 남구 문수로392번길 9  (신정동,지하2층)",,현대스포츠센터,408217.5672,228374.4782,,
509,3,폐업,3,폐업,2016-06-27,,,250-3401,682-712,울산광역시 동구 방어동 1381번지,울산광역시 동구 방어진순환도로 100 (방어동),44113,한우리수영장,417802.7942,225326.9689,,
510,3,폐업,3,폐업,2008-10-29,,,252-9800,682-823,울산광역시 동구 화정동 869-5번지,울산광역시 동구 월봉11길 31 (화정동),682-823,동천수영장,419627.0444,224207.7169,,
511,3,폐업,3,폐업,2018-11-30,,,251-2233,682-813,울산광역시 동구 전하동 283번지,울산광역시 동구 방어진순환도로 875 (전하동),44033,호텔현대수영장,420417.1525,227126.772,,
512,3,폐업,3,폐업,2023-12-31,,,236-5111,682-061,울산광역시 동구 전하동 290-16,울산광역시 동구 바드래1길 30 (전하동),44033,맘모스수영장,420124.2952,227041.3541,,
513,3,폐업,3,폐업,2003-09-18,,,052-268-0707,689-872,울산광역시 울주군 웅촌면 대대리 1527-8번지,,,울산칸트리클럽실외수영장,,,,
514,3,폐업,3,폐업,2012-05-30,,,052-263-5011,689-934,울산광역시 울주군 삼동면 조일리 1074-6번지,울산광역시 울주군 삼동면 연봉상천길 10-23,,통도온천랜드실외수영장,390208.7312,225300.9804,,
515,3,폐업,3,폐업,1999-03-09,,,532-8824,365-861,충청북도 진천군 문백면 봉죽리 산 24번지,충청북도 진천군 문백면 봉죽2길 20-78,,샘터관광농원수영장,237291.9245,364864.3378,,
516,3,폐업,3,폐업,2002-10-24,,,532-2234,365-804,충청북도 진천군 진천읍 상계리 64-12번지,충청북도 진천군 진천읍 김유신길 169-10,,상계리수영장,233796.8417,370732.2328,,
517,3,폐업,3,폐업,2011-04-28,,,532-2234,365-804,충청북도 진천군 진천읍 상계리 64-12번지,충청북도 진천군 진천읍 김유신길 169-10,,상계리 수영장,233796.8417,370732.2328,,
518,3,폐업,3,폐업,2019-05-21,,,838-3207,365-852,충청북도 진천군 초평면 은암리 433-5번지 9통1반,,,정원수영장,246270.5224,366053.1865,,
519,3,폐업,3,폐업,2019-05-21,,,532-9395,365-861,충청북도 진천군 문백면 봉죽리 250-1번지,충청북도 진천군 문백면 봉죽2길 20-78,,샘터 수영장,237686.6143,364924.6209,,
520,3,폐업,3,폐업,2003-01-10,,,534-8114,365-823,충청북도 진천군 이월면 사곡리 604번지,충청북도 진천군 이월면 부영길 22,,성은스포츠빌,239014.6798,375051.486,,
521,3,폐업,3,폐업,2003-04-30,,,534-8114,365-823,충청북도 진천군 이월면 사곡리 604번지,충청북도 진천군 이월면 부영길 22,,성은스포츠빌,239014.6798,375051.486,,
522,3,폐업,3,폐업,2010-10-13,,,857-1119,153-821,서울특별시 금천구 독산동 1023-1번지,서울특별시 금천구 독산로 233  (독산동),,레드포스스포츠,191227.4223,440607.7153,,
523,3,폐업,3,폐업,2010-03-11,,,2102-3548,156-850,서울특별시 동작구 신대방동 470-13번지 수도여자고등학교 강당동 1층,"서울특별시 동작구 여의대방로10길 73  (신대방동,수도여자고등학교 강당동 1층)",,수도여고 스포츠센터,192463.0597,443430.8909,,
524,3,폐업,3,폐업,1999-07-01,,,835-3313,156-849,서울특별시 동작구 신대방동 395-0번지,,,보라매수영장,,,,
525,3,폐업,3,폐업,2021-03-19,,,595-8000,156-816,서울특별시 동작구 사당동 136-1 6층,"서울특별시 동작구 동작대로 115, 6층 (사당동)",7008,태평,198303.5271,442742.4229,,
526,3,폐업,3,폐업,2008-03-11,,,956-0033,132-800,서울특별시 도봉구 도봉동 30-1번지 외 51필지,,,금강실내수영장,204169.8477,464814.7174,,
527,3,폐업,3,폐업,2018-07-27,,,997-0566,132-858,서울특별시 도봉구 쌍문동 19번지 4필지,"서울특별시 도봉구 도당로 10 (쌍문동,4필지)",,명성스포츠(수영장),203048.6693,461867.6479,,
528,3,폐업,3,폐업,2016-11-07,,,,,서울특별시 도봉구 창동 804번지,"서울특별시 도봉구 덕릉로63가길 61, 3층 (창동, 창동대우아파트 상가)",1465,대우스포츠센터,203242.9685,460001.0811,,
529,3,폐업,3,폐업,2018-08-24,,,,,서울특별시 도봉구 창동 1-6번지 창동운동장 및 문화체육센터,"서울특별시 도봉구 노해로69길 132, 창동운동장 및 문화체육센터 (창동)",1412,에스티산업주식회사,204407.8241,461755.9614,,
530,3,폐업,3,폐업,2018-12-04,,,02-948-9479,139-710,서울특별시 노원구 중계동 364-17번지 b20호,서울특별시 노원구 한글비석로 232 (중계동),1734,더 코치스,206719.5863,460669.8364,,
531,3,폐업,3,폐업,2016-06-15,,,2214-0880,130-875,서울특별시 동대문구 휘경동 71-1번지,서울특별시 동대문구 망우로 123  (휘경동),,우창실내수영장,205803.0751,454386.9861,,
532,3,폐업,3,폐업,2007-11-12,,,2214-5200,130-808,서울특별시 동대문구 답십리동 산 2-9번지,서울특별시 동대문구 답십리로 209  (답십리동),,동대문힐스포파크,205545.0473,452387.1857,,
533,3,폐업,3,폐업,2004-05-14,,,2214-9642,130-769,서울특별시 동대문구 전농동 10번지 SK아파트 상가,"서울특별시 동대문구 사가정로 148  (전농동,SK아파트 상가)",,용성스포츠센터,205271.7049,452706.8979,,
534,3,폐업,3,폐업,2004-08-31,,,02-924-1486,130-810,서울특별시 동대문구 신설동 76-34번지,서울특별시 동대문구 한빛로 12  (신설동),,온천실내수영장,202132.9611,452712.6451,,
535,3,폐업,3,폐업,2009-07-08,,,2234-2539,130-814,서울특별시 동대문구 신설동 117-6번지,서울특별시 동대문구 난계로 250  (신설동),,경해수영장,202023.9217,452387.7649,,
536,3,폐업,3,폐업,2002-08-31,,,447-9371,143-847,서울특별시 광진구 능동 18-0번지,,,화성레포츠,207139.2041,449705.6764,,
537,3,폐업,3,폐업,2012-06-21,,,02-452-5955,143-845,서울특별시 광진구 자양동 112번지,,,한강공원뚝섬수영장,205930.9084,447507.9695,,
538,3,폐업,3,폐업,2022-11-01,,,02-446-1238,,서울특별시 광진구 구의동 16-3,"서울특별시 광진구 워커힐로 93 (구의동, 정립회관)",4958,정립회관수영장,208558.3494,449841.6657,,
539,3,폐업,3,폐업,2007-03-27,,,446-5300,143-832,서울특별시 광진구 구의동 611번지,,,강변현대스포츠센타,208403.7461,448490.2392,,
540,3,폐업,3,폐업,2016-11-23,,,(02)458-6655,143-802,서울특별시 광진구 광장동 114번지 크레스코빌딩 지하2층 6호,"서울특별시 광진구 아차산로78길 44, 지하2층 6호 (광장동, 크레스코빌딩)",4969,포슬렌챌린지키즈수영장,209637.0782,449832.4859,,
541,3,폐업,3,폐업,2007-06-28,,,990-5894,142-090,서울특별시 강북구 우이동 산 196번지,,,주식회사 호텔그린파크,,,,
542,3,폐업,3,폐업,1997-02-27,,,988-2212,142-861,서울특별시 강북구 번동 산 28-6번지,서울특별시 강북구 월계로 173  (번동),,드림랜드실내수영장,203565.4277,457714.884,,
543,3,폐업,3,폐업,1997-07-09,,,,142-861,서울특별시 강북구 번동 산 28-6번지,서울특별시 강북구 월계로 173  (번동),,드림랜드실내수영장,203565.4277,457714.884,,
544,3,폐업,3,폐업,2008-03-03,,,982-6800,142-861,서울특별시 강북구 번동 산 28-6번지,서울특별시 강북구 월계로 173  (번동),,서울드림랜드실외수영장,203565.4277,457714.884,,
545,3,폐업,3,폐업,2008-03-03,,,988-2212,142-861,서울특별시 강북구 번동 산 28-6번지,서울특별시 강북구 월계로 173  (번동),,서울드림랜드실내수영장,203565.4277,457714.884,,
546,3,폐업,3,폐업,2005-08-16,,,904-4232,142-883,서울특별시 강북구 수유동 523-3번지,서울특별시 강북구 삼각산로 43  (수유동),,삼원야외수영장,200540.5191,459779.3329,,
547,3,폐업,3,폐업,2003-12-16,,,3663-0271,157-030,서울특별시 강서구 등촌동 700번지 지하3층,"서울특별시 강서구 공항대로41길 34  (등촌동,지하3층)",,무지개 수영장,186299.7427,450792.0165,,
548,3,폐업,3,폐업,2003-12-23,,,3665-9929,157-863,서울특별시 강서구 염창동 270-1번지,,,염창경희,188196.7267,450131.5502,,
549,3,폐업,3,폐업,2022-11-14,,,2665-3334,157-811,서울특별시 강서구 공항동 12-3 공항중학교내,서울특별시 강서구 방화대로 241 (공항동),7618,공항 스포렉스,183616.9097,451162.7869,,
550,3,폐업,3,폐업,2023-07-18,,,3663-8114,,서울특별시 강서구 가양동 1466 기쁜우리체육센터 3층,"서울특별시 강서구 허준로 65, 3층 (가양동, 기쁜우리복지관,체육센터)",7524,기쁜우리체육센터,186581.7955,451892.9895,,
551,3,폐업,3,폐업,2008-12-08,,,2659-4922-4923,157-809,서울특별시 강서구 가양동 1483번지,,,경서국민체육센터,187431.8071,450994.1567,,
552,3,폐업,3,폐업,2019-03-29,,,02-714-9951,121-811,서울특별시 마포구 대흥동 802번지 세양아파트 지하1층 B04호,"서울특별시 마포구 독막로 288, 지하1층 B04호 (대흥동, 세양아파트)",4152,아이월드,195058.1871,449133.4966,,
553,3,폐업,3,폐업,2023-04-11,,,053-851-0047,,경상북도 경산시 하양읍 금락리 409-3,"경상북도 경산시 하양읍 대학로295길 60, 1동 1층",38437,예인프랜즈학원,,,,
554,3,폐업,3,폐업,2004-11-17,,,259-6747,360-170,충청북도 청주시 청원구 내덕동 322,,,청주농고수영장,,,,
555,3,폐업,3,폐업,2010-10-14,,,043-711-2100,360-182,충청북도 청주시 상당구 용정동 397-2번지 4층,"충청북도 청주시 상당구 1순환로 1521  (용정동,4층)",,선스포 스포츠센터,246356.5641,347572.4503,,
